incident_month,incident_year,victim_injury,state,location,site_category,shark_common_name,shark_identification_method,shark_length_m,basis_for_length,provoked_unprovoked,no_sharks,victim_activity,commercial_dive_activity,object_of_bite,present_at_time_of_bite,direction_first_strike,shark_behaviour,victim_aware_of_shark,shark_captured,injury_location,injury_severity,victim_gender,victim_age,dominant_clothing_colour,fin_colour,diversionary_action_taken,diversionary_action_outcome,people_lt_3m,people_3-15m,time_of_incident,depth_of_incident_m,teeth_recovered,time_in_water_min,water_temperature_°c,total_water_depth_m,water_visability_m,distance_to_shore_m,tidal_cycle,wind_condition,weather_condition,air_temperature_°c,personal_protective_device
9,1929,injured,qld,"torres strait, unknown location",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,1.0,spearfishing,unknown,unknown,spearfishing,unknown,unknown,unknown,unknown,leg,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
9,1929,fatal,qld,"townsville, ross creek",estuary/harbour,bull shark,"bite analysis, shark behaviour",-1.0,unknown,unprovoked,-1.0,swimming,unknown,unknown,unknown,unknown,unknown,n,unknown,leg,major lacerations,male,42.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,1929,injured,qld,"torres strait, badu island",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,-1.0,swimming,unknown,unknown,unknown,unknown,unknown,n,unknown,foot,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1929,fatal,qld,"townsville, ross creek",estuary/harbour,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,-1.0,swimming,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"torso, leg",major lacerations,male,50.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1929,injured,nsw,"sydney, collaroy beach",coastal,wobbegong,"bite analysis, shark behaviour",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,unknown,unknown,leg,minor lacerations,female,17.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,1.0,unknown,-1.0,23.0,-1.0,-1.0,30.0,unknown,unknown,unknown,-1.0,unknown
12,1929,fatal,nsw,"sydney harbour, bald rock wharf, white bay",estuary/harbour,bull shark,shark behaviour,-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,swimming,unknown,bit victim on leg,n,unknown,"arm, leg, pelvic region",major lacerations,male,16.0,unknown,unknown,unknown,no effect,-1.0,-1.0,-1.0,0.0,unknown,-1.0,22.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1929,injured,qld,"torres strait, unknown location",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,-1.0,swimming,unknown,unknown,unknown,unknown,unknown,n,unknown,"arm, torso",major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1929,uninjured,qld,"gold coast, currumbin",coastal,unknown,unknown,-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,close passes,unknown,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,hit at shark as it passed by,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1930,injured,qld,"torres strait, moa island",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,1.0,spearfishing,unknown,catch,spearfishing,unknown,bit hand & arm,unknown,unknown,arm,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,4.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,1930,fatal,vic,"port philip bay, middle brighton pier",coastal,white shark,"shark behaviour, geographical location, direct observation",5.0,witness/victim,unprovoked,1.0,swimming,unknown,unknown,unknown,below,bit victim on legs,n,unknown,other: body not recovered,unknown,male,19.0,unknown,unknown,hit shark with fist,unknown,-1.0,-1.0,1630.0,0.0,unknown,1.0,-1.0,5.0,-1.0,120.0,unknown,moderate breeze,unknown,-1.0,unknown
2,1930,injured,qld,"torres strait, unknown location",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,-1.0,swimming,unknown,unknown,unknown,unknown,unknown,n,unknown,"arm, torso",major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
6,1930,fatal,qld,"torres strait, mabuiag island",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,-1.0,swimming,unknown,unknown,unknown,unknown,unknown,n,unknown,unknown,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
7,1930,fatal,qld,"torres strait, badu island",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,-1.0,snorkelling,y,unknown,unknown,unknown,unknown,y,unknown,unknown,unknown,male,16.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
8,1930,injured,wa,"geraldton, point moore",coastal,wobbegong,"bite analysis, shark behaviour, geographical location",0.6,witness/victim,provoked,1.0,fishing,unknown,unknown,unknown,unknown,bit victim on leg,unknown,unknown,leg,other: teeth marks,male,-1.0,unknown,unknown,hit shark with rod,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1930,injured,nsw,"sydney harbour, powells creek, parramatta river",river,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bumped victim with nose,n,unknown,torso,abrasion,male,49.0,unknown,unknown,splashed water,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1931,injured,nsw,"sydney harbour, spit bridge",estuary/harbour,wobbegong,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,1.0,fishing,unknown,unknown,catch,unknown,bit victim on foot,unknown,unknown,foot,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,1.0,unknown,unknown,unknown,-1.0,unknown
1,1931,injured,qld,yeppoon,coastal,tiger shark,"bite analysis, shark behaviour, geographical location",1.5,witness/victim,unprovoked,1.0,swimming,unknown,unknown,swimming,unknown,bit victim on torso,n,unknown,torso,minor lacerations,male,18.0,unknown,unknown,pushed fingers in sharks eyes,unknown,-1.0,-1.0,1600.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,600.0,unknown,unknown,unknown,-1.0,unknown
1,1931,injured,qld,"torres strait, unknown location",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,-1.0,snorkelling,y,unknown,unknown,unknown,unknown,n,unknown,"leg, pelvic region",major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1931,injured,qld,"torres strait, unknown location",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,1.0,snorkelling,y,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
3,1931,fatal,qld,"townsville, ross creek",estuary/harbour,bull shark,"bite analysis, shark behaviour",-1.0,unknown,provoked,1.0,swimming,unknown,unknown,"catch, baitfish",unknown,bit victim on leg,n,unknown,thigh,major lacerations,male,19.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,1.2,unknown,-1.0,-1.0,1.2,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
11,1931,injured,qld,innisfail (gbr),coastal,tiger shark,"bite analysis, shark behaviour, geographical location",4.0,unknown,provoked,1.0,snorkelling,y,unknown,unknown,unknown,unknown,n,unknown,leg,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1932,injured,qld,"brisbane river, bremer river",river,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,unknown,unknown,thigh,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,1932,injured,qld,calliope river,river,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,1.0,fishing,unknown,unknown,commotion/splashing,unknown,bit foot,unknown,unknown,foot,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,1932,injured,nsw,"wollongong, bellambi jetty",coastal,wobbegong,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,1.0,fishing,unknown,unknown,catch,unknown,bit foot,unknown,unknown,foot,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
5,1932,injured,qld,cairns,coastal,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,-1.0,snorkelling,y,unknown,unknown,unknown,unknown,n,unknown,arm,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
5,1932,fatal,qld,"torres strait, warrior island reef",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,-1.0,swimming,unknown,unknown,unknown,unknown,unknown,n,unknown,unknown,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
8,1932,injured,qld,"torres strait, unknown location",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,-1.0,swimming,unknown,unknown,unknown,unknown,unknown,n,unknown,"leg, pelvic region",major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,1932,injured,nsw,"newcastle, redhead beach",coastal,white shark,"bite analysis, shark behaviour, geographical location",4.0,bite radius estimation,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on body,n,unknown,torso,minor lacerations,male,24.0,unknown,unknown,hit shark with fist,unknown,-1.0,-1.0,1100.0,-1.0,unknown,-1.0,19.0,-1.0,-1.0,75.0,unknown,windy,unknown,-1.0,unknown
12,1932,injured,nt,arnhem land (coastal area),coastal,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,-1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,unknown,unknown,leg,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1933,fatal,qld,"townsville, strand beach",coastal,tiger shark,"bite analysis, shark behaviour",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim,y,unknown,torso,major lacerations,male,38.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,1.0,unknown,-1.0,-1.0,1.0,-1.0,200.0,unknown,unknown,unknown,-1.0,unknown
2,1933,uninjured,wa,"perth, swan river, pelican rock",river,bull shark,"shark behaviour, geographical location, direct observation",2.1,other: media report,provoked,1.0,fishing,y,unknown,fishing,unknown,rushed at fisherman,unknown,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,1.5,unknown,-1.0,-1.0,1.5,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,1933,injured,qld,"barrow point, 100km north of cooktown",island open ocean,tiger shark,direct observation,4.2,witness/victim,provoked,1.0,snorkelling,y,unknown,snorkelling,unknown,bit victim on arm,n,unknown,"arm, shoulder",major lacerations,male,-1.0,unknown,unknown,pushed shark away,unknown,-1.0,-1.0,-1.0,4.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
3,1933,injured,qld,mackay (50 miles off - gbr),ocean/pelagic,tiger shark,unknown,2.1,other: report,provoked,1.0,snorkelling,y,unknown,unknown,unknown,bite to leg,unknown,unknown,leg,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
6,1933,uninjured,nt,"darwin, fanny bay",coastal,unknown,unknown,-1.0,unknown,provoked,1.0,fishing,y,unknown,fishing,unknown,rushed at fisherman,unknown,y,other: uninjured,unknown,male,-1.0,unknown,unknown,ran from shallow water,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
6,1933,injured,qld,"gold coast, currumbin creek, currumbin",estuary/harbour,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,grazed victim on leg,unknown,unknown,leg,abrasion,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
7,1933,uninjured,wa,broome,coastal,tiger shark,"shark behaviour, geographical location, direct observation",-1.0,unknown,provoked,1.0,diving,y,unknown,unknown,unknown,bit divers suit,unknown,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
9,1933,fatal,qld,boydong cays,island open ocean,tiger shark,direct observation,-1.0,unknown,provoked,1.0,snorkelling,y,unknown,"catch, scuba diving",unknown,bit victim on leg,n,unknown,thigh,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,1933,injured,qld,off the bloomfield river,coastal,tiger shark,unknown,-1.0,unknown,provoked,1.0,snorkelling,y,unknown,unknown,unknown,unknown,n,unknown,"arm, hand",major lacerations,male,17.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,1933,injured,nsw,evans head,coastal,wobbegong,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,1.0,swimming,unknown,unknown,unknown,unknown,bit foot,unknown,unknown,foot,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1934,injured,nsw,"sydney, georges river, lambeth reserve",river,bull shark,"bite analysis, shark behaviour, geographical location",3.0,other: media report,unprovoked,1.0,swimming,unknown,unknown,"catch, baitfish",unknown,bit victim on torso & arm,n,unknown,"arm, torso",minor lacerations,male,15.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,23.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1934,injured,nsw,"sydney, queenscliff, manly",coastal,white shark,"shark behaviour, geographical location, direct observation",4.0,other: media report,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,n,unknown,leg,major lacerations,male,22.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1500.0,-1.0,unknown,-1.0,-1.0,1.0,-1.0,40.0,unknown,unknown,unknown,-1.0,unknown
1,1934,uninjured,qld,"bowen, gloucester island",island open ocean,tiger shark,"shark behaviour, geographical location, direct observation",-1.0,unknown,provoked,1.0,snorkelling,y,other animal in area,other sealife (dolphins),unknown,attacked victim,unknown,y,other: uninjured,unknown,male,-1.0,unknown,unknown,fought off shark with harpoon,shark released victim permanently,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,1934,injured,qld,"torres strait, adolphus channel",island open ocean,tiger shark,direct observation,2.8,witness/victim,provoked,2.0,spearfishing,unknown,unknown,"spearfishing, baitfish",in front,attempted to bite leg,y,unknown,thigh,abrasion,male,-1.0,unknown,unknown,punched and kicked shark,unknown,-1.0,3.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
3,1934,fatal,nsw,"sydney, dee why beach",coastal,white shark,"shark behaviour, geographical location, direct observation",4.0,other: media report,unprovoked,1.0,swimming,unknown,unknown,swimming,unknown,bit victim on legs,n,unknown,"leg, pelvic region",major lacerations,male,17.0,unknown,unknown,unknown,unknown,1.0,-1.0,1500.0,0.0,unknown,-1.0,23.0,1.0,-1.0,40.0,unknown,calm,unknown,-1.0,unknown
4,1934,injured,qld,"gold coast, elephant rock, currumbin beach",coastal,tiger shark,"bite analysis, shark behaviour, geographical location, direct observation",2.0,bite radius estimation,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,n,unknown,calf,minor lacerations,male,34.0,unknown,unknown,unknown,unknown,-1.0,-1.0,920.0,0.0,unknown,20.0,-1.0,-1.0,-1.0,30.0,unknown,unknown,unknown,-1.0,unknown
4,1934,fatal,nsw,"sydney, manly, north steyne",coastal,white shark,"bite analysis, shark behaviour, geographical location",3.5,witness/victim,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,n,unknown,"leg, torso",major lacerations,male,16.0,unknown,unknown,unknown,unknown,1.0,-1.0,1230.0,0.0,unknown,-1.0,21.0,-1.0,-1.0,80.0,unknown,unknown,unknown,-1.0,unknown
8,1934,fatal,qld,"cardwell, off eva island",coastal,tiger shark,"shark behaviour, geographical location, direct observation",-1.0,unknown,unprovoked,3.0,swimming,unknown,unknown,unknown,below,bit victim on body,n,unknown,torso,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,1.0,unknown,1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,1934,fatal,qld,"torres strait, warrior island reef",island open ocean,tiger shark,"shark behaviour, geographical location",-1.0,unknown,provoked,-1.0,snorkelling,y,unknown,unknown,unknown,bit  victim on arm,n,unknown,arm,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,1934,fatal,nt,"cobourg peninsula, red cliff (smith point?)",coastal,tiger shark,"bite analysis, shark behaviour, geographical location, direct observation",4.5,other: media report,unprovoked,1.0,swimming,unknown,unknown,swimming,unknown,bit victim on leg,n,unknown,"arm, torso, thigh",major lacerations,female,-1.0,unknown,unknown,unknown,unknown,4.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1934,injured,nsw,"sydney, georges river, kentucky reserve, milpera",river,bull shark,"bite analysis, shark behaviour, geographical location",3.6,other: measured captured shark,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on arms,n,unknown,arm,major lacerations,female,13.0,unknown,unknown,unknown,unknown,1.0,-1.0,2000.0,0.0,unknown,-1.0,-1.0,1.0,-1.0,9.0,unknown,unknown,unknown,-1.0,unknown
12,1934,fatal,nsw,"sydney, georges river, milperra bridge",river,bull shark,"bite analysis, shark behaviour, geographical location",3.6,unknown,unprovoked,1.0,swimming,unknown,unknown,baitfish,behind,bit victim on leg,n,unknown,calf,major lacerations,male,20.0,unknown,unknown,unknown,unknown,-1.0,2.0,1630.0,-1.0,unknown,-1.0,21.0,-1.0,-1.0,18.0,unknown,unknown,unknown,-1.0,unknown
12,1934,fatal,nsw,"central coast, horsefield bay, brisbane waters",estuary/harbour,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,in front,bit victim on body,n,unknown,torso,unknown,male,14.0,unknown,unknown,unknown,unknown,1.0,-1.0,1300.0,0.0,unknown,0.1,20.0,3.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1934,injured,nsw,"central coast, horsefield bay, brisbane waters",estuary/harbour,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,in front,grazed victim with fin,y,unknown,leg,abrasion,female,12.0,unknown,unknown,unknown,unknown,1.0,-1.0,1300.0,1.0,unknown,1.0,20.0,3.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
